"ID"	"date"	"method"	"TP_mgL"	"TNb_mgL"	"As_ugL"	"Zn_ugL"	"Pb_ugL"	"Hg_ugL"	"Cu_ugL"	"Cd_ugL"
"S92"	"2019-05-01"	"grab"	0.046	0.658	1.3	0	0	0.003	0	0
"S92"	"2019-06-11"	"eds"		3.08	2.1	4	0.86	0	13.7	0.02
"S92"	"2019-05-09"	"eds"	0.023	2.94	1.1	13	0.17	0.006	13.5	0.04
"S92"	"2019-04-11"	"grab"	0.023	5.34	1	4	0	0	0.7	0.06
"S92"	"2019-07-01"	"grab"	0.072	0.632	1.6	0	0	0	1.3	0
"S92"	"2019-06-12"	"grab"	0.088	1.73	1.9	2	0.09	0	0.9	0
"S93"	"2019-05-01"	"grab"	0.019	3.93	0.5	2	0	0.003	0.7	0.03
"S93"	"2019-06-13"	"grab"	0.056	4.02	0.6	2	0	0	1	0.02
"S93"	"2019-04-11"	"grab"	0	6.18	0	9	0	0.005	1.5	0.04
"S93"	"2019-05-22"	"grab"	0.039	3	0	3	0	0.005	1.1	0
"S93"	"2019-07-01"	"grab"	0.058	1.62	0	2	0	0.006	1.8	0
"S94"	"2018-05-03"	"grab"	0.252	12.3	0	13	0	0.002	2.1	0.19
"S94"	"2018-05-27"	"eds"			0	88	0		4.4	0.06
"S94"	"2018-06-06"	"grab"	0.015	12.2	0	3	0	0	0	0.08
"S94"	"2018-10-17"	"grab"	0.215	3.02	3.5	2	0		0	0
"S94"	"2018-05-13"	"eds"	0.201	1.94	0.5	106	0.5	0.006	13.5	0.11
"S94"	"2018-06-01"	"eds"	0.118	6.89	0	11	0	0.003	5.1	0.02
"S95"	"2019-05-21"	"eds"	0.021	0.86	1	3	0	0	1.7	0
"S95"	"2019-06-11"	"eds"	0.179	4.49				0		
"S95"	"2019-05-20"	"grab"	0.01	0.333	1.1	0	0	0.004	0.9	0
"S95"	"2019-04-09"	"grab"	0.019	6.96	1	0	0	0	1.6	0
"S95"	"2019-06-11"	"grab"	0.088	3.69	2.3	3	0.07	0	3.1	0
"S95"	"2019-05-06"	"grab"	0.014	1.48	0.7	2	0	0.004	1.4	0
"S96"	"2019-04-09"	"grab"	0.037	3.1	0	2	0	0	1.1	0
"S96"	"2019-05-22"	"grab"	0.042	2.24	0	4	0	0.004	1	0.02
"S96"	"2019-06-13"	"grab"	0.041	2.65	0.6	3	0	0	0	0.02
"S96"	"2019-07-01"	"grab"	0.019	0.873	0.6	4	0	0	3.4	0.04
"S96"	"2019-05-01"	"grab"	0.036	2.6	0.5	0	0	0.003	0.6	0
"S97"	"2019-04-08"	"grab"	0.029	4.83	0.9	0	0	0	1.3	0
"S97"	"2019-05-20"	"grab"	0.099	3.91	1.7	0	0	0.006	1.1	0
"S97"	"2019-04-29"	"grab"	0.138	3.83	0.5	21	0	0.003	0.5	0.51
"S97"	"2019-06-10"	"grab"	0.146	6.56	2	2	0	0	0.9	0
"S97"	"2019-07-01"	"grab"	0.1	4.5	3	4	0	0.003	4.2	0
"S98"	"2019-05-16"	"eds"	0.038	4.08	0.9	12	0	0	4	0.03
"S98"	"2018-06-07"	"grab"	0.02	5.26	1.2	0	0	0.003	1.3	0.05
"S98"	"2018-06-12"	"eds"	0.196	3.31	1	5	0	0.011	2.5	0.02
"S98"	"2018-04-18"	"eds"			0.9	86	0		2.3	0.07
"S98"	"2019-07-01"	"grab"	0.065	4.59	1.1	8	0	0	7.5	0.03
"S98"	"2018-05-16"	"eds"	0.035	1.54	0.7	93	0	0.002	3.8	0.07
"S98"	"2019-05-02"	"grab"	0.108	3.04	0.8	2	0	0.003	1.4	0.04
"S98"	"2018-06-12"	"grab"	0.186	5.57	1.3	3	0	0.005	2.9	0.04
"S98"	"2018-04-09"	"eds"			0.8	71	0		2.7	0.04
"S98"	"2019-05-21"	"eds"	0.053	2.44	0.7	9	0	0.013	7.4	0.02
"S98"	"2019-04-12"	"grab"	0.031	4.15	0.9	4	0	0	3.1	0.03
"S98"	"2018-06-03"	"eds"			0.8	5	0	0.006	3.7	0.03
"S98"	"2018-07-30"	"eds"	0.223	8.36	1.2	18	0	0.002	7.1	0.03
"S98"	"2018-05-16"	"eds"	0.033	4.62	0.7	31	0		2.6	0.02
"S98"	"2018-05-01"	"grab"	0.092	5.2	0.8	2	0	0	5.3	0.03
"S98"	"2019-06-12"	"eds"	0.024	3.74	1	3	0	0	3.3	0.03
"S98"	"2019-05-23"	"grab"	0.058	2.34	1	5	0.07	0.005	3.4	0.03
"S98"	"2019-05-11"	"eds"	0.152	3.9	0.6	13	0	0	3.1	0.04
"S98"	"2018-10-17"	"grab"	0.147	4.62	0.7	2	0		0.7	0
"S98"	"2019-06-13"	"grab"	0.037	3.61	1	4	0	0	3.4	0.02
"S98"	"2018-06-07"	"eds"	0.174	4.75	1.3	8	0	0.002	2.9	0.03
"S98"	"2018-05-16"	"eds"						0		
"S99"	"2019-06-12"	"eds"	0.015	1.47	2.1	0	0.12	0.01	3.8	0
"S99"	"2019-05-23"	"grab"	0.053	1.01	1.5	2	0	0.008	1.2	0
"S99"	"2019-06-13"	"grab"	0.309	4.13	1.7	2	0.08	0.023	2.5	0
"S99"	"2019-04-11"	"grab"	0.026	1.07	1.1	0	0	0.003	1.2	0
"S99"	"2019-05-02"	"grab"	0.026	0.89	1.1	0	0	0.003	0	0
"S100"	"2018-06-05"	"grab"	0.504	0.858	8.6	0	0	0	0	0
"S100"	"2018-05-02"	"grab"	0.055	6.38	1.7	0	0	0.002	0	0
"S100"	"2018-10-25"	"grab"	0.074	0.254	2.1	2	0		1.9	0.03
"S101"	"2019-05-03"	"grab"	0.007	0.961	0.7	0	0	0	0	0
"S101"	"2019-06-12"	"eds"	0.082	1.91	2	2	0.2	0	3.3	0
"S101"	"2019-07-01"	"grab"	0.188	1.31	2.3	2	0	0.005	3.8	0
"S101"	"2019-05-24"	"grab"	0.009	1.09	1.1	2	0	0.004	0.9	0
"S101"	"2019-05-11"	"eds"	0	1.02	0.6	3	0	0	0.8	0.01
"S101"	"2019-04-11"	"grab"	0.028	2.11	0.7	0	0	0.003	0	0
"S101"	"2019-06-23"	"eds"	0.024	1.47	1.4	0	0.15	0	3.8	0
"S101"	"2019-06-14"	"grab"	0.09	1.53	2	0	0.08	0.009	0	0
"S101"	"2019-04-30"	"eds"	0	1.12	0.8	2	0	0	2.3	0
"S101"	"2019-05-20"	"eds"	0.008	1.83	0.8	15	0.52	0	4.5	0
"S102"	"2019-06-11"	"grab"	0.163	9.35	1.1	0	0	0.009	3.8	0
"S102"	"2019-04-30"	"grab"	0.011	6.76	0.8	0	0	0.003	0	0
"S102"	"2019-05-21"	"grab"	0.039	6.5	0.8	2	0	0.01	1	0
"S102"	"2019-07-01"	"grab"	0.045	7.94	1	2	0	0.006	0.9	0
"S102"	"2019-04-09"	"grab"	0.009	7.11	0.7	0	0	0	0	0
"S103"	"2018-05-03"	"grab"	0.209	2.31	1.9	2	0	0.003	1.1	0.03
"S103"	"2018-06-05"	"grab"	0.085	0.443	4.1	0	0	0	0	0
"S103"	"2018-05-24"	"eds"	0.357	2.01	3.2	48	0	0.003	1.5	0.02
"S103"	"2018-10-15"	"grab"	0.085	2.82	2.5	0	0		0.9	0
"S103"	"2018-05-10"	"eds"	0.295	1.77	2.9	115	0	0.003	5.1	0.05
"S104"	"2019-06-11"	"grab"	0	0.56	0.8	0	0	0	2.8	0
"S104"	"2019-04-16"	"grab"	0.006	0.69				0		
"S104"	"2019-05-20"	"grab"	0.007	1.26	0.7	0	0	0.005	0.4	0
"S104"	"2019-04-29"	"grab"	0.008	0.88	0.7	0	0	0.003	0	0
"S104"	"2019-07-01"	"grab"	0.01	0.622	1.2	0	0	0.006	0.9	0.02
"S105"	"2019-07-01"	"grab"	0	0.762	0	2	0	0	2.4	0
"S105"	"2018-06-06"	"grab"	0	1.14	0	0	0	0	0	0
"S105"	"2018-05-01"	"grab"	0.017	1.58	0	0	0	0	1.1	0
"S105"	"2019-05-22"	"grab"	0	1.28	0	2	0	0.004	0.6	0
"S105"	"2019-04-26"	"eds"	0	0.511	0	0	0	0	0.6	0
"S105"	"2019-04-16"	"grab"			0	0	0	0	0	0
"S105"	"2019-05-01"	"grab"	0	0.849	0	0	0	0	0	0
"S105"	"2019-05-22"	"eds"	0.107	3.46	0.6	2	0.37	0.024	2.5	0
"S105"	"2019-06-11"	"eds"	0.036	1.52	0	0	0.09	0.006	0.8	0.02
"S105"	"2019-06-12"	"grab"	0.007	1.02	0	0	0	0.004	5.2	0
"S106"	"2019-05-02"	"grab"	0.009	2.2	0	2	0	0.003	0	0.06
"S106"	"2019-05-24"	"grab"	0.011	2.67	0	5	0	0.005	0	0.09
"S106"	"2019-06-14"	"grab"	0.02	3.29	0	2	0	0	0	0.08
"S106"	"2019-04-16"	"grab"	0	2.28	0.1	2	0	0	0	0
"S107"	"2019-06-14"	"grab"	0.01	0.96	0	4	0	0	2.1	0.05
"S107"	"2019-04-16"	"grab"	0.006	1	0.1	4	0	0	0	0.08
"S107"	"2019-05-22"	"grab"	0.007	0.988	0	6	0	0.004	0	0.06
"S107"	"2019-05-02"	"grab"	0	0.872	0	2	0	0.033	0	0.07
"S108"	"2019-04-26"	"eds"	0	0.801	0	5	0	0	0.9	0.08
"S108"	"2019-05-21"	"grab"	0.007	0.779	0	2	0	0.005	0.9	0.02
"S108"	"2019-05-21"	"eds"	0.008	0.675	0	2	0	0	1.4	0.03
"S108"	"2019-07-01"	"grab"	0	0.444	0	0	0	0	2.8	0.02
"S108"	"2019-06-11"	"grab"	0.795	1.81	0	2	0	0	6.4	0.04
"S108"	"2019-04-09"	"grab"	0	1.11	0	2	0	0	0.8	0.05
"S108"	"2019-04-30"	"grab"	0	0.501	0	0	0	0.003	0	0
"S108"	"2019-06-09"	"eds"			0	0	0	0	1	0.02
"S109"	"2019-04-26"	"eds"	0	0.364	0.8	6	0	0	3	0
"S109"	"2019-04-09"	"grab"	0	1.24	0.8	0	0	0	0	0
"S109"	"2019-05-22"	"grab"	0.008	2.68	0	0	0	0.005	0.7	0
"S109"	"2019-06-11"	"eds"	0.244	3.13	0.7	0	0	0.048	0.9	0
"S109"	"2019-06-12"	"grab"	0.007	1.5	0.7	0	0	0	1	0
"S109"	"2019-05-20"	"eds"	0.055	2.52	0.8	0	0.17	0.075	2.4	0
"S109"	"2019-05-01"	"grab"	0.007	1.09	0.8	0	0	0.003	0	0
"S109"	"2019-07-01"	"grab"	0	1.59	1	3	0	0	2.9	0.02
"S110"	"2018-05-08"	"grab"	0.045	0.929	2.3	9	0	0.008	1.8	0
"S110"	"2018-07-11"	"grab"	0.027	1.07	2.1	0	0	0.004	0	0
"S111"	"2018-05-08"	"grab"	0.058	2.65	6.9	0	0	0.004	0.2	0
"S111"	"2019-04-10"	"grab"	0.018	1.22	5.5	0	0	0	0	0
"S111"	"2019-06-11"	"grab"	0.055	1.81	5.7	0	0	0	0	0
"S111"	"2018-07-11"	"grab"	0.052	1.34	7.6	0	0	0.004	0	0
"S111"	"2019-05-21"	"grab"	0.072	1.4	5	0	0	0.01	0	0
"S111"	"2019-07-01"	"grab"	0.015	0	9	0	0	0.005	0.6	0
"S111"	"2019-04-29"	"grab"	0.02	1.08	5.3	0	0	0.003	0	0
"S113"	"2018-07-10"	"grab"	0.023	1.18	1.9	7	0	0	0.7	0.02
"S113"	"2018-05-09"	"grab"	0.019	1.15	1.2	14	0	0.003	0	0.02
"S114"	"2019-05-21"	"grab"	0.076	1.57	2	3	0	0.006	2.4	0
"S114"	"2018-05-08"	"grab"	0.036	0.852	1.7	0	0	0.004	0	0
"S114"	"2019-04-29"	"grab"	0.018	1.98	1.5	0	0	0.002	0	0
"S114"	"2019-07-01"	"grab"	0.031	0.424	3.1	0	0	0.006	1.4	0.02
"S114"	"2019-06-11"	"grab"	0.016	1.06	2.1	0	0	0	0	0
"S114"	"2019-06-11"	"grab"	0.023	1.06	1.3	0	0	0.004	0	0.02
"S114"	"2019-04-08"	"grab"	0.024	1.85	1.4	0	0	0	0	0
"S114"	"2019-06-11"	"grab"	0.024	1.92	2.4	2	0.07	0.007	0.9	0
"S115"	"2018-06-05"	"grab"	0	1.18				0		
"S115"	"2018-05-01"	"grab"	0.014	1.57	0	0	0	0.022	0	0.03
"S115"	"2018-10-19"	"grab"	0.014	0.268	0	0	0		0	0
"S116"	"2019-04-29"	"grab"	0.019	0.715	0.6	0	0	0.003	0	0.02
"S116"	"2018-05-02"	"grab"	0.042	0.841	0.6	0	0	0	0	0.02
"S116"	"2018-06-05"	"grab"	0.027	0.368	0.9	0	0	0	0	0
"S116"	"2019-04-15"	"grab"	0.016	0.595	0.5	0	0	0	0	0
"S116"	"2019-06-11"	"grab"	0.039	0.566	0.7	0	0	0.004	0	0
"S116"	"2019-07-01"	"grab"	0.015	0.337	0.7	0	0	0	1	0.03
"S116"	"2019-05-20"	"grab"	0.01	0.416	0.8	2	0.1	0.005	0.6	0.02
"S116"	"2018-10-16"	"grab"	0.019	0.174	0	0	0		0	0.06
"S117"	"2018-06-06"	"grab"	0.133	1.07	1.2	0	0	0.005	0	0.02
"S117"	"2018-05-02"	"grab"	0.082	1.26	0	0	0	0.003	5.7	0
"S118"	"2019-04-08"	"grab"	0.049	4.3	1.2	0	0	0	0.7	0
"S118"	"2019-06-11"	"eds"	1.53	13.5	2.8	0	0.23	0.09	2.5	0.02
"S118"	"2019-07-01"	"grab"	0.013	1.08	2	0	0.22	0	1.1	0
"S118"	"2019-05-07"	"grab"	0.033	2.68	1.3	0	0	0.004	0.5	0
"S118"	"2019-06-11"	"grab"	0.074	3.79	1.8	2	0.13	0	1.1	0
"S118"	"2019-05-20"	"grab"	0.027	2.23	1.5	2	0	0.005	0.8	0
"S119"	"2018-06-06"	"grab"	0	1.28	0	0	0	0	0	0
"S119"	"2018-05-01"	"grab"	0.029	1.81	0	0	0	0	0.8	0.03
"S119"	"2018-10-16"	"grab"	0	1.01	0	0	0		0	0
"S120"	"2018-05-13"	"eds"	0.155	1.58	19.3	4	0	0.01	3.4	0
"S120"	"2018-05-08"	"grab"	0.054	1.06	15	0	0	0.004	1.3	0
"S120"	"2018-06-13"	"eds"	0.199	3.52	24.7	15	0	0.006	8.8	0
"S120"	"2018-06-08"	"eds"	0.347	3.49	19.5	2	0	0.031	6.5	0
"S120"	"2018-04-09"	"eds"			13.4	109	1.4		0	0.09
"S120"	"2018-08-24"	"eds"	0.492	8.57	46.9	463	0.8	0.013	17.7	0.05
"S120"	"2018-07-05"	"eds"	0.34	1.91	27.6	14	0	0.02	9.1	0
"S120"	"2018-04-09"	"eds"			11.6	111	0		6.9	0.05
"S121"	"2018-07-10"	"grab"	0.036	0.573	4.2	0	0	0.003	0	0
"S121"	"2018-05-09"	"grab"	0.031	0.569	3.7	2	0	0	0	0
"S122"	"2018-04-30"	"grab"	0	2.42	0	2	0	0	1	0.07
"S123"	"2019-05-20"	"grab"	0	1.51	0	26	0.06	0.005	0.8	0.4
"S123"	"2019-05-20"	"eds"	0.009	1.05	0	33	0	0	2.5	0.29
"S123"	"2019-04-29"	"grab"	0.009	1.56	1.3	3	0	0.004	1.8	0
"S123"	"2019-07-01"	"eds"	0	1.03	1	2	0	0	1.3	0.03
"S123"	"2019-04-08"	"grab"	0	1.98	0	39	0	0	1.2	0.57
"S123"	"2019-06-10"	"grab"	0	1.13	0.7	4	0	0	0	0
"S124"	"2018-05-01"	"grab"	0.028	2.17	0.7	3	0	0	1	0.04
